,index,Title,Rank,World_Gross,Domestic_Gross,Domestic_Percentage,Foreign_Gross,Foreign_Percentage,Year,Distributor,Domestic_Opening,Budget,Release_Month,Rating,Runtime,Markets,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Musical,Mystery,Romance,SciFi,Sport,Thriller,War,Western,Paramount Pictures,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.
556,779,Mr. Peabody & Sherman,562,275698039,111506430.0,40.4,164191609,59.6,2014,Twentieth Century Fox,32207057.0,145000000.0,2.0,PG,92.0,65.0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
557,780,ScoobyDoo,563,275650703,153294164.0,55.6,122356539,44.4,2002,Warner Bros.,54155312.0,84000000.0,6.0,PG,89.0,65.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
558,781,Lincoln,564,275293450,182207973.0,66.2,93085477,33.8,2012,Walt Disney Studios Motion Pictures,944308.0,65000000.0,11.0,PG13,150.0,65.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
559,782,Lara Croft: Tomb Raider,565,274703340,131168070.0,47.8,143535270,52.2,2001,Paramount Pictures,47735743.0,115000000.0,6.0,PG13,100.0,65.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
560,783,Tomb Raider,566,274650803,58250803.0,21.2,216400000,78.8,2018,Warner Bros.,23633317.0,94000000.0,3.0,PG13,119.0,65.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
561,784,The Expendables,567,274470394,103068524.0,37.6,171401870,62.4,2010,Lionsgate,34825135.0,80000000.0,8.0,R,103.0,65.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
562,785,Cloudy with a Chance of Meatballs 2,568,274325949,119793567.0,43.7,154532382,56.3,2013,Sony Pictures Entertainment (SPE),34017930.0,78000000.0,9.0,PG,95.0,65.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
563,786,The Nutty Professor,569,273961019,128814019.0,47.0,145147000,53.0,1996,Universal Pictures,25411725.0,54000000.0,6.0,PG13,95.0,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
564,787,Jerry Maguire,570,273552592,153952592.0,56.3,119600000,43.7,1996,Sony Pictures Entertainment (SPE),17084296.0,50000000.0,12.0,R,139.0,65.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
565,788,Bad Boys II,571,273339556,138608444.0,50.7,134731112,49.3,2003,Sony Pictures Entertainment (SPE),46522560.0,130000000.0,7.0,R,147.0,65.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
566,789,Lilo & Stitch,572,273144151,145794338.0,53.4,127349813,46.6,2002,Walt Disney Studios Motion Pictures,35260212.0,80000000.0,6.0,PG,85.0,65.0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
567,790,The Silence of the Lambs,573,272742922,130742922.0,47.9,142000000,52.1,1991,Orion Pictures,13766814.0,19000000.0,2.0,,118.0,50.45238095238095,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
568,791,Grown Ups,574,271457301,162001186.0,59.7,109456115,40.3,2010,Sony Pictures Entertainment (SPE),40506562.0,80000000.0,6.0,PG13,102.0,61.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
569,792,Neighbors,575,270665134,150157400.0,55.5,120507734,44.5,2014,Universal Pictures,49033915.0,18000000.0,5.0,R,97.0,61.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
570,793,The Firm,576,270248367,158348367.0,58.6,111900000,41.4,1993,Paramount Pictures,25400000.0,90344416.66666667,7.0,R,154.0,61.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
571,794,We're the Millers,577,269994119,150394119.0,55.7,119600000,44.3,2012,Warner Bros.,26419396.0,37000000.0,8.0,R,110.0,61.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,795,Gran Torino,578,269958228,148095302.0,54.9,121862926,45.1,2008,Warner Bros.,271720.0,33000000.0,12.0,R,116.0,61.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
573,796,10000 BC,579,269784201,94784201.0,35.1,175000000,64.9,2008,Warner Bros.,35867488.0,105000000.0,3.0,PG13,109.0,61.0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
574,797,American Gangster,580,269755430,130164645.0,48.2,139590785,51.8,2007,Universal Pictures,43565135.0,100000000.0,11.0,R,157.0,61.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
575,798,Epic,581,268426634,107518682.0,40.1,160907952,59.9,2013,Twentieth Century Fox,33531068.0,100000000.0,5.0,PG,102.0,61.0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
576,799,Exodus: Gods and Kings,582,268175631,65014513.0,24.2,203161118,75.8,2014,Twentieth Century Fox,24115934.0,140000000.0,12.0,PG13,150.0,61.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
577,800,Bambi,583,267447150,102247150.0,38.2,165200000,61.8,1942,RKO Radio Pictures,37095965.9287576,90344416.66666667,8.0,G,70.0,50.45238095238095,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,801,The Princess and the Frog,584,267045765,104400899.0,39.1,162644866,60.9,2009,Walt Disney Studios Motion Pictures,786190.0,105000000.0,11.0,,97.0,50.45238095238095,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
579,802,Batman Returns,585,266892996,162902340.0,61.0,103990656,39.0,1992,Warner Bros.,45687711.0,80000000.0,6.0,PG13,126.0,50.45238095238095,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,803,Indecent Proposal,586,266614059,106614059.0,40.0,160000000,60.0,1993,Paramount Pictures,18387632.0,90344416.66666667,4.0,R,117.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
581,804,Something's Gotta Give,587,265328738,124728738.0,47.0,140600000,53.0,2003,Sony Pictures Entertainment (SPE),16064723.0,80000000.0,12.0,PG13,128.0,50.45238095238095,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
582,805,Bridget Jones: The Edge of Reason,588,265126918,40226215.0,15.2,224900703,84.8,2004,Universal Pictures,8684055.0,40000000.0,11.0,R,108.0,50.45238095238095,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
583,806,The Incredible Hulk,589,264770996,134806913.0,50.9,129964083,49.1,2008,Universal Pictures,55414050.0,150000000.0,6.0,PG13,112.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
584,807,Waterworld,590,264218220,88246220.0,33.4,175972000,66.6,1995,Universal Pictures,21171780.0,175000000.0,7.0,PG13,135.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
585,808,The Truman Show,591,264118201,125618201.0,47.6,138500000,52.4,1998,Paramount Pictures,31542121.0,90344416.66666667,6.0,PG,103.0,50.45238095238095,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,809,Charlie's Angels,592,264105545,125305545.0,47.4,138800000,52.6,2000,Sony Pictures Entertainment (SPE),40128550.0,93000000.0,11.0,PG13,98.0,50.45238095238095,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
587,810,The Fifth Element,593,263920180,63820180.0,24.2,200100000,75.8,1997,Sony Pictures Entertainment (SPE),17031345.0,90344416.66666667,5.0,PG13,126.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
588,811,Parasite,594,263020130,53369749.0,20.3,209650381,79.7,2019,Neon,393216.0,11400000.0,5.0,R,132.0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
589,812,Jumanji,595,262821940,100499940.0,38.2,162322000,61.8,1995,Sony Pictures Entertainment (SPE),11084370.0,65000000.0,12.0,PG,104.0,50.45238095238095,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
590,813,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,596,262552893,128505958.0,48.9,134046935,51.1,2006,Twentieth Century Fox,26455463.0,18000000.0,2.0,R,84.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
591,814,Robots,597,262511490,128200012.0,48.8,134311478,51.2,2005,Twentieth Century Fox,36045301.0,75000000.0,3.0,PG,91.0,50.45238095238095,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
592,815,Knight and Day,598,261989769,76423035.0,29.2,185566734,70.8,2008,,37095965.9287576,117000000.0,2.0,PG13,109.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,816,Total Recall,599,261317921,119412921.0,45.7,141905000,54.3,1990,Sony Pictures Entertainment (SPE),25533700.0,65000000.0,6.0,,113.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
594,818,This Is It,600,261183588,72091016.0,27.6,189092572,72.4,2009,Sony Pictures Entertainment (SPE),23234394.0,90344416.66666667,10.0,PG,111.0,50.45238095238095,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
595,819,Terminator: Dark Fate,601,261119292,62253077.0,23.8,198866215,76.2,2019,Paramount Pictures,29033832.0,185000000.0,10.0,R,128.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
596,820,The Lone Ranger,602,260502115,89302115.0,34.3,171200000,65.7,2013,Walt Disney Studios Motion Pictures,29210849.0,215000000.0,7.0,PG13,150.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
597,821,Super 8,603,260095986,127004179.0,48.8,133091807,51.2,2011,Paramount Pictures,35451168.0,50000000.0,6.0,PG13,112.0,50.45238095238095,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
598,822,Mojin: The Lost Legend,604,259368448,1243810.0,0.5,258124638,99.5,2015,Well Go USA Entertainment,279974.0,37000000.0,12.0,,127.0,50.45238095238095,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
599,823,Blade Runner 2049,605,259334548,92054159.0,35.5,167280389,64.5,2017,Warner Bros.,32753122.0,150000000.0,10.0,R,164.0,76.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
600,824,Charlie's Angels: Full Throttle,606,259175788,100830111.0,38.9,158345677,61.1,2003,Sony Pictures Entertainment (SPE),37634221.0,120000000.0,6.0,PG13,106.0,76.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
601,825,Rush Hour 3,607,258097122,140125968.0,54.3,117971154,45.7,2007,New Line Cinema,50237000.0,140000000.0,8.0,PG13,91.0,76.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
602,826,The Full Monty,608,257938649,45950122.0,17.8,211988527,82.2,1997,Fox Searchlight Pictures,176585.0,3500000.0,8.0,R,91.0,76.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,827,Kung Fu Yoga,609,257753889,362657.0,0.1,257391232,99.9,2017,Well Go USA Entertainment,111979.0,65000000.0,1.0,,107.0,8.0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
604,828,Annabelle,610,257579282,84273813.0,32.7,173305469,67.3,2014,Warner Bros.,37134255.0,6500000.0,9.0,R,99.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
605,829,The Village,611,256697520,114197520.0,44.5,142500000,55.5,2003,Walt Disney Studios Motion Pictures,50746142.0,60000000.0,8.0,PG13,108.0,54.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
606,830,Lost in Hong Kong,612,256283912,1302281.0,0.5,254981631,99.5,2015,Well Go USA Entertainment,537736.0,90344416.66666667,9.0,,114.0,54.0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
607,831,Erin Brockovich,613,256271286,125595205.0,49.0,130676081,51.0,2000,Universal Pictures,28138465.0,52000000.0,3.0,R,131.0,54.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
608,832,Pegasus,614,255863112,142139839.41702494,41.696187175043335,255863112,100.0,2019,,37095965.9287576,90344416.66666667,1.0,,98.0,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
609,833,Marley & Me,615,255743093,143153751.0,56.0,112589342,44.0,2008,Twentieth Century Fox,36357586.0,90344416.66666667,12.0,PG,111.0,76.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
610,834,Halloween,616,255614941,159342015.0,62.3,96272926,37.7,2018,Universal Pictures,76221545.0,10000000.0,10.0,R,106.0,64.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
611,835,Get Out,617,255589157,176040665.0,68.9,79548492,31.1,2016,,37095965.9287576,4500000.0,2.0,R,104.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
612,836,Us,618,255185482,175084580.0,68.6,80100902,31.4,2019,Universal Pictures,71117625.0,20000000.0,3.0,R,116.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
613,837,Cliffhanger,619,255000211,84049211.0,33.0,170951000,67.0,1993,TriStar Pictures,16176967.0,70000000.0,5.0,R,113.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
614,838,Baahubali 2: The Conclusion,620,254158390,20186659.0,7.9,233971731,92.1,2017,Great India Films,10430497.0,90344416.66666667,4.0,,167.0,50.45238095238095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,839,Babe,621,254134910,63658910.0,25.0,190476000,75.0,1995,Universal Pictures,8742545.0,90344416.66666667,8.0,,91.0,50.45238095238095,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
616,840,Men in Black: International,622,253890701,80001807.0,31.5,173888894,68.5,2019,Sony Pictures Entertainment (SPE),30035838.0,110000000.0,6.0,PG13,114.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
617,841,Wild Hogs,623,253625427,168273550.0,66.4,85351877,33.6,2007,Walt Disney Studios Motion Pictures,39699023.0,90344416.66666667,3.0,PG13,100.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
618,842,High School Musical 3: Senior Year,624,252909177,90559416.0,35.8,162349761,64.2,2008,Walt Disney Studios Motion Pictures,42030184.0,11000000.0,10.0,G,112.0,50.45238095238095,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
619,843,Hercules,625,252712101,99112101.0,39.2,153600000,60.8,1997,Walt Disney Studios Motion Pictures,249567.0,85000000.0,6.0,,93.0,50.45238095238095,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
620,845,XMen: Dark Phoenix,626,252442974,65845974.0,26.1,186597000,73.9,2019,Twentieth Century Fox,32828348.0,200000000.0,6.0,PG13,113.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
621,846,True Grit,627,252276927,171243005.0,67.9,81033922,32.1,2010,Paramount Pictures,24830443.0,38000000.0,12.0,PG13,110.0,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
622,847,Bean,628,251212670,45319423.0,18.0,205893247,82.0,1997,Gramercy Pictures (I),2255233.0,18000000.0,10.0,PG13,89.0,62.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,848,American Hustle,629,251171807,150117807.0,59.8,101054000,40.2,2013,Sony Pictures Entertainment (SPE),740455.0,40000000.0,12.0,R,138.0,62.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
624,849,Enemy of the State,630,250849789,111549836.0,44.5,139299953,55.5,1998,Walt Disney Studios Motion Pictures,20038573.0,90000000.0,11.0,R,132.0,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
625,850,You've Got Mail,631,250821495,115821495.0,46.2,135000000,53.8,1998,Warner Bros.,18426749.0,65000000.0,12.0,PG,119.0,50.45238095238095,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
626,851,Eragon,632,250425512,75030163.0,30.0,175395349,70.0,2006,Twentieth Century Fox,23239907.0,100000000.0,12.0,PG,104.0,50.45238095238095,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
627,852,Brother Bear,633,250397798,85336277.0,34.1,165061521,65.9,2003,Walt Disney Studios Motion Pictures,291940.0,90344416.66666667,10.0,,85.0,50.45238095238095,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
628,853,The Mask of Zorro,634,250288523,94095523.0,37.6,156193000,62.4,1998,Sony Pictures Entertainment (SPE),22525855.0,95000000.0,7.0,PG13,136.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
629,854,The Ring,635,249348933,129128133.0,51.8,120220800,48.2,2002,DreamWorks Distribution,15015393.0,48000000.0,10.0,PG13,115.0,50.45238095238095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
630,855,The Blair Witch Project,636,248639099,140539099.0,56.5,108100000,43.5,1999,Artisan Entertainment,1512054.0,60000.0,7.0,R,81.0,50.45238095238095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
631,856,Unbreakable,637,248118121,95011339.0,38.3,153106782,61.7,2000,Walt Disney Studios Motion Pictures,30330771.0,75000000.0,11.0,PG13,106.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
632,857,Journey to the West: The Demons Strike Back,638,247585244,880346.0,0.4,246704898,99.6,2017,Sony Pictures Entertainment (SPE),463883.0,90344416.66666667,1.0,PG13,109.0,50.45238095238095,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
633,858,Dumb and Dumber,639,247275374,127175374.0,51.4,120100000,48.6,1994,New Line Cinema,16363442.0,17000000.0,12.0,,107.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,859,Glass,640,246999039,111048468.0,45.0,135950571,55.0,2019,Universal Pictures,40328920.0,20000000.0,1.0,PG13,129.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
635,860,Grown Ups 2,641,246984278,133668525.0,54.1,113315753,45.9,2013,Sony Pictures Entertainment (SPE),41508572.0,80000000.0,7.0,PG13,101.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
636,861,The Peanuts Movie,642,246233113,130178411.0,52.9,116054702,47.1,2015,Twentieth Century Fox,44213073.0,99000000.0,10.0,G,88.0,50.45238095238095,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
637,862,The Godfather,643,246120986,134966411.0,54.8,111154575,45.2,1972,Paramount Pictures,302393.0,6000000.0,3.0,,175.0,50.45238095238095,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
638,863,Rango,644,245724603,123477607.0,50.2,122246996,49.8,2011,Paramount Pictures,38079323.0,135000000.0,3.0,PG,107.0,50.45238095238095,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
639,864,Four Weddings and a Funeral,645,245700832,52700832.0,21.4,193000000,78.6,1994,Gramercy Pictures (I),138486.0,4400000.0,3.0,R,117.0,50.45238095238095,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,865,Face/Off,646,245676146,112276146.0,45.7,133400000,54.3,1997,Paramount Pictures,23387530.0,80000000.0,6.0,R,138.0,50.45238095238095,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
641,866,Teenage Mutant Ninja Turtles: Out of the Shadows,647,245623848,82051601.0,33.4,163572247,66.6,2016,Paramount Pictures,35316382.0,135000000.0,6.0,PG13,112.0,50.45238095238095,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
642,867,Dark Shadows,648,245527149,79727149.0,32.5,165800000,67.5,2012,Warner Bros.,29685274.0,150000000.0,5.0,PG13,113.0,50.45238095238095,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
643,868,Dolittle,649,245438444,77047065.0,31.4,168391379,68.6,2020,Universal Pictures,21844045.0,175000000.0,1.0,PG,101.0,50.45238095238095,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
644,869,Hulk,650,245285165,132177234.0,53.9,113107931,46.1,2003,Universal Pictures,62128420.0,137000000.0,6.0,PG13,138.0,50.45238095238095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
645,870,Love Actually,651,245203167,59696144.0,24.4,185507023,75.6,2003,Universal Pictures,6886080.0,40000000.0,11.0,R,135.0,51.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
646,871,The Bravest,652,245179562,290217.0,0.1,244889345,99.9,2019,Sony Pictures Entertainment (SPE),110375.0,90344416.66666667,8.0,PG13,118.0,51.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
647,872,Welcome to the Sticks,653,245144417,142139839.41702494,41.696187175043335,245144417,100.0,2008,,37095965.9287576,90344416.66666667,2.0,,106.0,50.45238095238095,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
648,873,Back to the Future Part III,654,245077583,88277583.0,36.0,156800000,64.0,1990,Universal Pictures,19089645.0,40000000.0,5.0,,118.0,50.45238095238095,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
649,874,Pixels,655,244874809,78747585.0,32.2,166127224,67.8,2015,Sony Pictures Entertainment (SPE),24011616.0,88000000.0,7.0,PG13,105.0,50.45238095238095,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
650,877,Rush Hour,657,244721064,141186864.0,57.7,103534200,42.3,1998,New Line Cinema,33001803.0,33000000.0,9.0,PG13,98.0,50.45238095238095,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
651,878,Journey to the Center of the Earth,658,244232688,101704370.0,41.6,142528318,58.4,2008,Warner Bros.,21018141.0,60000000.0,7.0,PG,93.0,50.45238095238095,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
652,879,After Earth,659,243611982,60522097.0,24.8,183089885,75.2,2013,Sony Pictures Entertainment (SPE),27520040.0,130000000.0,5.0,PG13,100.0,50.45238095238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
653,880,A Few Good Men,660,243240178,141340178.0,58.1,101900000,41.9,1992,Columbia Pictures,15517468.0,41000000.0,12.0,R,138.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
654,881,Cloudy with a Chance of Meatballs,661,243006126,124870275.0,51.4,118135851,48.6,2009,Sony Pictures Entertainment (SPE),30304648.0,100000000.0,9.0,PG,90.0,50.45238095238095,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
655,882,8 Mile,662,242875078,116750901.0,48.1,126124177,51.9,2002,Universal Pictures,51240555.0,41000000.0,11.0,R,110.0,50.45238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
656,883,Daddy's Home,663,242786137,150357137.0,61.9,92429000,38.1,2015,Paramount Pictures,38740203.0,90344416.66666667,12.0,PG13,96.0,50.45238095238095,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
657,884,RoboCop,664,242688965,58607007.0,24.2,184081958,75.8,2014,Sony Pictures Entertainment (SPE),21681430.0,100000000.0,1.0,PG13,117.0,50.45238095238095,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
658,885,Eraser,665,242295562,101295562.0,41.8,141000000,58.2,1996,Warner Bros.,24566446.0,100000000.0,6.0,R,115.0,50.45238095238095,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
659,886,Sing 2,666,241962785,129117785.0,53.4,112845000,46.6,2021,Universal Pictures,22326230.0,90344416.66666667,12.0,PG,110.0,50.45238095238095,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
660,887,Alien: Covenant,667,240891763,74262031.0,30.8,166629732,69.2,2017,Twentieth Century Fox,36160621.0,97000000.0,5.0,R,122.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
